nameWithOwner,url,releases,createdAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs,totalFiles,stars
streamlink/streamlink,https://github.com/streamlink/streamlink.git,28,2016-09-16,43388,32484,498,0,4,2,0,X,69.1998341975762,A,73.0865241727534,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,504,4837
SublimeText-Markdown/MarkdownEditing,https://github.com/SublimeText-Markdown/MarkdownEditing.git,13,2012-05-17,3031,2248,23,0,0,0,0,X,59.72116353039275,A,62.90281321783278,A,1.2,116.69205856195879,6.4828921423310435,0.03889735285398626,23,2833
sympy/sympy,https://github.com/sympy/sympy.git,26,2010-04-30,37456,19514,158,0,6,12,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1414,7095
taoufik07/responder,https://github.com/taoufik07/responder.git,3,2018-10-09,3468,2320,25,0,2,0,0,X,65.3195580684234,A,76.736622536045,A,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725,27,3491
Tautulli/Tautulli,https://github.com/Tautulli/Tautulli.git,159,2015-02-22,22052,13551,96,2,3,5,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1024,3442
tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor.git,75,2017-06-15,127276,79284,446,0,0,3,0,X,65.85522465497502,A,67.48182593974164,A,2.763888888888889,303.08550394785215,16.838083552658453,0.039521498801881064,449,10144
tensorflow/tensorboard,https://github.com/tensorflow/tensorboard.git,33,2017-05-15,80682,51356,348,0,0,0,0,X,71.86787214929629,A,72.52356795873487,A,1.7142857142857142,80.05374780501027,4.447430433611682,0.016609640474436815,348,4713
tensorforce/tensorforce,https://github.com/tensorforce/tensorforce.git,8,2017-03-19,25343,14143,136,0,0,3,0,X,79.4102127103638,A,73.9763834468207,A,2.129370629370629,137.57744062588202,7.643191145882334,0.02045036348606185,139,2704
tensorlayer/tensorlayer,https://github.com/tensorlayer/tensorlayer.git,74,2016-06-07,47874,26792,241,0,5,2,0,X,65.15904185599314,A,68.72191614838658,A,3.5454545454545454,713.105652168787,39.61698067604372,0.05960451250937504,248,6146
tensorpack/tensorpack,https://github.com/tensorpack/tensorpack.git,3,2015-12-25,41502,24909,236,8,3,0,0,X,55.84684463473678,A,64.15470029507904,A,4.217592592592593,811.1472138936988,45.0637341052055,0.05979233398798284,247,5568
tflearn/tflearn,https://github.com/tflearn/tflearn.git,7,2016-03-31,19641,10113,109,0,2,0,0,X,73.83325870431598,A,78.02874057855243,A,1.0,11.60964047443681,0.6449800263576005,0.004643856189774725,111,9432
tgalal/yowsup,https://github.com/tgalal/yowsup.git,15,2012-11-03,17672,13613,338,0,14,0,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,352,6233
the0demiurge/ShadowSocksShare,https://github.com/the0demiurge/ShadowSocksShare.git,5,2017-08-27,8695,6746,48,0,3,2,0,X,61.03117525239599,A,61.03117525239599,A,3.1136363636363638,398.3738727617605,22.131881820097806,0.04574688257325765,53,2763
threat9/routersploit,https://github.com/threat9/routersploit.git,10,2016-03-30,11299,8715,216,0,82,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,952,8095
thumbor/thumbor,https://github.com/thumbor/thumbor.git,93,2011-03-16,5593,3957,56,0,5,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,197,7790
tiangolo/fastapi,https://github.com/tiangolo/fastapi.git,89,2018-12-08,11450,9115,262,0,15,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,519,15818
timofurrer/maya,https://github.com/timofurrer/maya.git,7,2016-12-16,2170,1482,8,0,1,0,0,X,71.90779684540476,A,77.38798718293825,A,3.1923076923076925,788.2631937349109,43.7923996519395,0.04677571424174374,9,3156
timothycrosley/isort,https://github.com/timothycrosley/isort.git,55,2013-09-02,8663,6772,62,0,2,2,0,X,75.16219912979375,A,81.64247118567533,A,0.5192307692307692,4.5,0.25,0.002792481250360578,66,2970
tmux-python/tmuxp,https://github.com/tmux-python/tmuxp.git,66,2013-08-27,5593,3701,42,0,2,0,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,44,2780
tqdm/tqdm,https://github.com/tqdm/tqdm.git,84,2015-06-03,4289,2846,47,0,1,2,0,X,67.49416997824167,A,74.00043587422039,A,1.5,83.25989365817458,4.625549647676365,0.01850219859070546,50,14941
trailofbits/algo,https://github.com/trailofbits/algo.git,2,2016-05-15,1821,1366,6,0,0,0,0,X,56.21645780074037,A,56.21645780074037,A,3.6489547038327523,1076.7001874802345,59.81667708223525,0.09461804793818118,6,18583
Tribler/tribler,https://github.com/Tribler/tribler.git,100,2013-02-25,46214,31912,334,0,5,2,0,X,58.68187971605013,A,68.28382657039502,A,1.743421052631579,95.82115944230242,5.323397746794579,0.019833623533038334,341,3237
tweepy/tweepy,https://github.com/tweepy/tweepy.git,11,2009-07-06,5023,3307,25,0,1,0,0,X,69.19480283438968,A,73.65359749634518,A,2.0,106.6059378176129,5.9225521009784945,0.017767656302935482,26,6873
twintproject/twint,https://github.com/twintproject/twint.git,9,2017-06-10,3118,2695,22,0,1,0,0,X,45.551896053579185,A,48.735578844590584,A,1.5769230769230769,176.0708445490831,9.781713586060171,0.03928298198579122,23,5929
uber/ludwig,https://github.com/uber/ludwig.git,6,2018-12-27,30048,21317,102,0,5,2,0,X,68.30824545305002,A,69.39387796011385,A,2.3125,297.4841193889268,16.526895521607045,0.043186477218475405,109,6809
ubuntu/microk8s,https://github.com/ubuntu/microk8s.git,3,2018-05-09,6968,4599,36,0,8,0,0,X,58.831496877743675,A,67.09891428721735,A,2.416666666666667,169.78911469430653,9.432728594128141,0.02384310833766027,44,3519
ufoym/deepo,https://github.com/ufoym/deepo.git,2,2017-10-27,964,762,25,0,3,0,0,X,83.07400935070177,A,83.07400935070177,A,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,28,5617
vaexio/vaex,https://github.com/vaexio/vaex.git,4,2014-09-27,50278,34685,314,13,13,5,0,X,58.89846202041279,A,60.23662076743657,A,2.2264957264957266,373.6430301114986,20.75794611730548,0.0510287741244225,345,4448
wangshub/wechat_jump_game,https://github.com/wangshub/wechat_jump_game.git,2,2017-12-29,2503,1752,20,0,1,0,0,X,59.0574955069512,A,63.19176043412195,A,2.816742081447964,343.52274477855553,19.084596932141974,0.034425090376825784,21,13907
webpy/webpy,https://github.com/webpy/webpy.git,3,2008-09-29,6140,3744,26,0,2,3,0,X,50.47859193362781,A,62.24310967379979,A,3.2916666666666665,693.7376238310347,38.540979101724155,0.09476710933828333,31,5407
what-studio/profiling,https://github.com/what-studio/profiling.git,2,2014-09-03,4587,3061,28,1,0,0,0,X,59.797425096351624,A,65.3708165044231,A,2.4886363636363633,432.8888317139035,24.049379539661302,0.04319451094717275,29,2988
wifiphisher/wifiphisher,https://github.com/wifiphisher/wifiphisher.git,4,2014-09-26,9515,4811,29,0,4,0,0,X,53.73991226531682,A,57.241241361883,A,2.4,458.0706963948461,25.448372021935896,0.05572627427729669,33,8967
willmcgugan/rich,https://github.com/willmcgugan/rich.git,46,2019-11-10,10118,7126,54,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,106,7564
xmendez/wfuzz,https://github.com/xmendez/wfuzz.git,25,2014-10-22,11409,8300,90,0,13,1,0,X,55.314918083967015,A,55.793878555345835,A,2.0769230769230766,153.0372844513765,8.502071358409806,0.02249158812039695,104,2893
xonsh/xonsh,https://github.com/xonsh/xonsh.git,73,2015-01-21,55656,38289,304,3,13,6,0,X,69.02527531727215,A,74.11722979285247,A,2.25,262.96038795018274,14.608910441676816,0.04023644006000887,326,3752
XX-net/XX-Net,https://github.com/XX-net/XX-Net.git,298,2015-01-15,26214,17572,121,1,1,1,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1543,30138
yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark.git,19,2017-01-20,7999,5196,42,0,1,0,0,X,66.33058920666787,A,68.49289290471283,A,2.4318181818181817,283.69203118888703,15.760668399382613,0.03714011590851406,43,3513
yandex/gixy,https://github.com/yandex/gixy.git,9,2017-03-15,4590,3486,46,0,11,2,0,X,70.78197499172475,A,79.44450116480778,A,1.5,39.39699375973561,2.188721875540867,0.00875488750216347,59,6423
Yelp/dumb-init,https://github.com/Yelp/dumb-init.git,19,2015-08-11,967,669,10,0,1,0,0,X,61.65070964370352,A,67.9608161925546,A,1.4166666666666667,139.61351260203708,7.756306255668726,0.039804705229249684,11,4464
youfou/wxpy,https://github.com/youfou/wxpy.git,14,2017-02-20,4843,2537,47,0,9,0,0,X,76.09506528512833,A,85.1195340255604,A,0.5,6.965784284662087,0.3869880158145604,0.0026666666666666666,56,12269
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl.git,297,2010-10-31,8367,6716,54,0,1,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,850,67896
yzhao062/pyod,https://github.com/yzhao062/pyod.git,10,2017-10-03,14972,7143,96,0,1,0,0,X,66.56034662597133,A,64.36447487525777,A,1.8571428571428572,288.2683168791802,16.01490649328779,0.027249752275002266,97,3250
zalando/connexion,https://github.com/zalando/connexion.git,110,2015-05-19,14362,9691,113,0,3,0,0,X,61.55425903754823,A,66.36063523766596,A,1.0,83.58941141594504,4.643856189774724,0.01850219859070546,116,3207
zalando/patroni,https://github.com/zalando/patroni.git,36,2015-07-08,13664,10308,67,0,1,7,0,X,47.841611349431155,A,49.543284595279715,A,2.0,264.2689969664065,14.68161094257814,0.03513853938223009,75,3313
zulip/zulip,https://github.com/zulip/zulip.git,49,2015-09-25,17054,13225,107,0,27,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1087,11802
Zulko/moviepy,https://github.com/Zulko/moviepy.git,13,2013-08-12,12381,6566,119,0,5,0,0,X,68.57094902140787,A,82.77883274241839,A,1.6451612903225807,126.97394435727686,7.054108019848715,0.020756589711823786,124,6641
zylo117/Yet-Another-EfficientDet-Pytorch,https://github.com/zylo117/Yet-Another-EfficientDet-Pytorch.git,2,2020-04-06,3460,2130,21,0,0,0,0,X,53.289967095000954,A,61.5011814435158,A,4.59375,896.4694999435395,49.80386110797442,0.11545440529575887,21,3463
